Activity ID,Contact ID,Account ID,Activity Date,Campaign Name,Channel,Activity Type,Asset Name,UTM Source,UTM Medium,UTM Campaign,Engagement Score Impact,Lead Stage at Time of Touch,Summary
5a76ac67,6841ea15,66ff51ff,2025-04-15,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,5,Subscriber,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
d690211d,d8ba10c5,5.70E+07,2025-04-29,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,13,Subscriber,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
d0ded477,d8ba10c5,5.70E+07,2025-04-18,Gartner Report Promo,Website,Downloaded Guide,Blog: AI in RevOps,website,organic,gartner_report_promo,13,SQL,Downloaded Guide from campaign 'Gartner Report Promo' via Website. Asset: Blog: AI in RevOps.
e2c4aab6,b9403ad5,05eb364b,2025-02-18,AI for Marketers Guide,Organic Social,Viewed Organic Video,,organic_social,organic,ai_for_marketers_guide,15,MQL,Viewed Organic Video from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
191b7ad5,b9403ad5,05eb364b,2025-02-21,Spring Nurture Email Series,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,spring_nurture_email_series,6,Lead,Downloaded Guide from campaign 'Spring Nurture Email Series' via Website. Asset: Gartner Magic Quadrant.
1d169352,b9403ad5,05eb364b,2025-04-10,Tech Conference 2025,Organic Social,Viewed Organic Video,,organic_social,organic,tech_conference_2025,15,MQL,Viewed Organic Video from campaign 'Tech Conference 2025' via Organic Social. Asset: .
02495b2e,b9403ad5,05eb364b,2025-01-13,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,6,Subscriber,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
17ea966a,b658d229,502f01e9,2025-02-27,2025 Demand Gen Webinar,Email,Submitted Form,ROI Calculator,email,organic,2025_demand_gen_webinar,11,MQL,Submitted Form from campaign '2025 Demand Gen Webinar' via Email. Asset: ROI Calculator.
be2aa2b9,b658d229,502f01e9,2025-01-18,Tech Conference 2025,Website,Downloaded Guide,Blog: AI in RevOps,website,organic,tech_conference_2025,4,SQL,Downloaded Guide from campaign 'Tech Conference 2025' via Website. Asset: Blog: AI in RevOps.
4bfe005b,b658d229,502f01e9,2025-03-12,Tech Conference 2025,Email,Opened Email,ROI Calculator,email,organic,tech_conference_2025,6,MQL,Opened Email from campaign 'Tech Conference 2025' via Email. Asset: ROI Calculator.
4ada4947,b658d229,502f01e9,2025-02-05,2025 Demand Gen Webinar,Email,Clicked Email,Demo Video,email,organic,2025_demand_gen_webinar,10,SQL,Clicked Email from campaign '2025 Demand Gen Webinar' via Email. Asset: Demo Video.
4d39c66b,adaa086c,2f68c51a,2025-03-20,Spring Nurture Email Series,Webinar,Registered Webinar,,webinar,organic,spring_nurture_email_series,8,SQL,Registered Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
e74099fe,eeb86c5d,fe506cce,2025-03-09,Spring Nurture Email Series,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,spring_nurture_email_series,4,SQL,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: 2025 Buying Guide.
2a285656,eeb86c5d,fe506cce,2025-01-23,Gartner Report Promo,Event,Registered Event,,event,organic,gartner_report_promo,14,Lead,Registered Event from campaign 'Gartner Report Promo' via Event. Asset: .
c7ce2fd8,eeb86c5d,fe506cce,2025-01-21,2025 Demand Gen Webinar,Organic Social,Viewed Organic Video,,organic_social,organic,2025_demand_gen_webinar,14,Lead,Viewed Organic Video from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
cbf2c915,52e2d570,53a5fb50,2025-03-08,Tech Conference 2025,Organic Social,Clicked LinkedIn Post,,organic_social,organic,tech_conference_2025,8,Subscriber,Clicked LinkedIn Post from campaign 'Tech Conference 2025' via Organic Social. Asset: .
bee5eeb4,52e2d570,53a5fb50,2025-03-22,Gartner Report Promo,Event,Attended Event,,event,organic,gartner_report_promo,7,Lead,Attended Event from campaign 'Gartner Report Promo' via Event. Asset: .
76360742,fed5f97a,c9fc19d8,2025-02-06,2025 Demand Gen Webinar,Email,Clicked Email,Demo Video,email,organic,2025_demand_gen_webinar,15,Subscriber,Clicked Email from campaign '2025 Demand Gen Webinar' via Email. Asset: Demo Video.
0fd16e65,fed5f97a,c9fc19d8,2025-02-12,Spring Nurture Email Series,Organic Social,Clicked LinkedIn Post,,organic_social,organic,spring_nurture_email_series,8,MQL,Clicked LinkedIn Post from campaign 'Spring Nurture Email Series' via Organic Social. Asset: .
692b8c14,fed5f97a,c9fc19d8,2025-01-24,Tech Conference 2025,Organic Social,Clicked LinkedIn Post,,organic_social,organic,tech_conference_2025,8,SQL,Clicked LinkedIn Post from campaign 'Tech Conference 2025' via Organic Social. Asset: .
c3738272,44a859ae,ce08752d,2025-05-01,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,3,Lead,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
acc2ff89,44a859ae,ce08752d,2025-03-14,Gartner Report Promo,Webinar,Attended Webinar,,webinar,organic,gartner_report_promo,15,MQL,Attended Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
b6868d42,77b22be8,1f146396,2025-01-16,Tech Conference 2025,Organic Social,Clicked LinkedIn Post,,organic_social,organic,tech_conference_2025,14,Subscriber,Clicked LinkedIn Post from campaign 'Tech Conference 2025' via Organic Social. Asset: .
afdeb0ca,a510c7a9,3db36c8c,2025-03-28,2025 Demand Gen Webinar,Website,Downloaded Guide,Demo Video,website,organic,2025_demand_gen_webinar,13,MQL,Downloaded Guide from campaign '2025 Demand Gen Webinar' via Website. Asset: Demo Video.
26495f20,a510c7a9,3db36c8c,2025-04-04,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,7,SQL,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
8108b019,a510c7a9,3db36c8c,2025-03-07,AI for Marketers Guide,Organic Social,Viewed Organic Video,,organic_social,organic,ai_for_marketers_guide,5,Subscriber,Viewed Organic Video from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
0af454a7,5dc3b7bb,2f68c51a,2025-02-24,Tech Conference 2025,Email,Opened Email,Blog: AI in RevOps,email,organic,tech_conference_2025,12,Subscriber,Opened Email from campaign 'Tech Conference 2025' via Email. Asset: Blog: AI in RevOps.
966dc5e1,5dc3b7bb,2f68c51a,2025-03-06,Gartner Report Promo,Event,Attended Event,,event,organic,gartner_report_promo,4,MQL,Attended Event from campaign 'Gartner Report Promo' via Event. Asset: .
b2719f96,6ff07e03,d615a8e1,2025-01-29,2025 Demand Gen Webinar,Email,Submitted Form,ROI Calculator,email,organic,2025_demand_gen_webinar,5,SQL,Submitted Form from campaign '2025 Demand Gen Webinar' via Email. Asset: ROI Calculator.
b8e3d85e,6ff07e03,d615a8e1,2025-01-18,Tech Conference 2025,Email,Submitted Form,Gartner Magic Quadrant,email,organic,tech_conference_2025,4,Subscriber,Submitted Form from campaign 'Tech Conference 2025' via Email. Asset: Gartner Magic Quadrant.
f43f43b8,6ff07e03,d615a8e1,2025-04-02,Gartner Report Promo,Organic Social,Viewed Organic Video,,organic_social,organic,gartner_report_promo,9,Lead,Viewed Organic Video from campaign 'Gartner Report Promo' via Organic Social. Asset: .
7d401575,62b23590,d5f63c80,2025-02-04,Gartner Report Promo,Website,Visited Pricing Page,Blog: AI in RevOps,website,organic,gartner_report_promo,15,Lead,Visited Pricing Page from campaign 'Gartner Report Promo' via Website. Asset: Blog: AI in RevOps.
a2891413,2a9cf7a4,9d638f26,2025-01-20,Spring Nurture Email Series,Event,Registered Event,,event,organic,spring_nurture_email_series,11,Lead,Registered Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
eb53421e,75fb6dcf,f87a2032,2025-01-16,Spring Nurture Email Series,Paid Ad,Clicked Ad,Blog: AI in RevOps,paid_ad,cpc,spring_nurture_email_series,11,Subscriber,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Blog: AI in RevOps.
3d6261ef,75fb6dcf,f87a2032,2025-03-28,Tech Conference 2025,Webinar,Registered Webinar,,webinar,organic,tech_conference_2025,5,SQL,Registered Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
20f7e820,75fb6dcf,f87a2032,2025-01-14,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,12,SQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
65acf739,75fb6dcf,f87a2032,2025-04-10,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,4,Subscriber,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
b5662811,5c78d7a1,8036786c,2025-04-29,Gartner Report Promo,Organic Social,Viewed Organic Video,,organic_social,organic,gartner_report_promo,8,SQL,Viewed Organic Video from campaign 'Gartner Report Promo' via Organic Social. Asset: .
c6a7314b,5c78d7a1,8036786c,2025-03-20,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,12,Lead,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
2474ca59,37c245c7,d36e7822,2025-02-20,Tech Conference 2025,Email,Clicked Email,2025 Buying Guide,email,organic,tech_conference_2025,10,MQL,Clicked Email from campaign 'Tech Conference 2025' via Email. Asset: 2025 Buying Guide.
59ffa6eb,9e50b02c,cf011c78,2025-03-27,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,13,SQL,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
9fc1e5a4,9e50b02c,cf011c78,2025-03-28,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,13,MQL,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
83c1f70c,9e50b02c,cf011c78,2025-03-08,Gartner Report Promo,Email,Clicked Email,2025 Buying Guide,email,organic,gartner_report_promo,7,MQL,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: 2025 Buying Guide.
3cfc8bdc,9e50b02c,cf011c78,2025-04-06,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,2025_demand_gen_webinar,4,Lead,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Demo Video.
5af7051d,9d3328ca,4b907b98,2025-03-04,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,7,Subscriber,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
6e314bc5,7b69e8ae,d3b5de30,2025-02-06,Spring Nurture Email Series,Event,Registered Event,,event,organic,spring_nurture_email_series,15,SQL,Registered Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
63d74304,7b69e8ae,d3b5de30,2025-03-06,Tech Conference 2025,Event,Attended Event,,event,organic,tech_conference_2025,10,Lead,Attended Event from campaign 'Tech Conference 2025' via Event. Asset: .
ab138dca,7b69e8ae,d3b5de30,2025-02-11,Spring Nurture Email Series,Webinar,Registered Webinar,,webinar,organic,spring_nurture_email_series,6,Subscriber,Registered Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
797f256e,7b69e8ae,d3b5de30,2025-01-12,Spring Nurture Email Series,Webinar,Attended Webinar,,webinar,organic,spring_nurture_email_series,10,SQL,Attended Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
be82a27e,7b69e8ae,d3b5de30,2025-04-30,Tech Conference 2025,Event,Registered Event,,event,organic,tech_conference_2025,12,Lead,Registered Event from campaign 'Tech Conference 2025' via Event. Asset: .
0cdb7367,feb83a7f,37fe6cc3,2025-01-25,LinkedIn Sponsored Post,Email,Clicked Email,2025 Buying Guide,email,organic,linkedin_sponsored_post,5,SQL,Clicked Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: 2025 Buying Guide.
623d2faf,feb83a7f,37fe6cc3,2025-03-06,Tech Conference 2025,Website,Visited Homepage,Demo Video,website,organic,tech_conference_2025,3,MQL,Visited Homepage from campaign 'Tech Conference 2025' via Website. Asset: Demo Video.
6af831a3,209ab6d6,fe506cce,2025-05-04,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,13,SQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
8a0559e6,209ab6d6,fe506cce,2025-01-20,AI for Marketers Guide,Website,Visited Pricing Page,2025 Buying Guide,website,organic,ai_for_marketers_guide,7,Lead,Visited Pricing Page from campaign 'AI for Marketers Guide' via Website. Asset: 2025 Buying Guide.
ad053b95,209ab6d6,fe506cce,2025-01-26,Tech Conference 2025,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,tech_conference_2025,10,SQL,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Blog: AI in RevOps.
2f1742c5,209ab6d6,fe506cce,2025-01-27,2025 Demand Gen Webinar,Website,Visited Pricing Page,Blog: AI in RevOps,website,organic,2025_demand_gen_webinar,11,Lead,Visited Pricing Page from campaign '2025 Demand Gen Webinar' via Website. Asset: Blog: AI in RevOps.
4d1723fc,9a4f82d2,b4d7fe27,2025-04-25,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,5,MQL,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
3c34f6c7,9a4f82d2,b4d7fe27,2025-01-07,LinkedIn Sponsored Post,Website,Visited Pricing Page,Demo Video,website,organic,linkedin_sponsored_post,14,Lead,Visited Pricing Page from campaign 'LinkedIn Sponsored Post' via Website. Asset: Demo Video.
c19155bc,9a4f82d2,b4d7fe27,2025-02-01,Gartner Report Promo,Website,Visited Homepage,ROI Calculator,website,organic,gartner_report_promo,5,Subscriber,Visited Homepage from campaign 'Gartner Report Promo' via Website. Asset: ROI Calculator.
a46c948c,4fae2238,c632e010,2025-03-12,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,Demo Video,paid_ad,cpc,2025_demand_gen_webinar,8,Lead,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Demo Video.
2.05E+41,4fae2238,c632e010,2025-04-28,AI for Marketers Guide,Organic Social,Clicked LinkedIn Post,,organic_social,organic,ai_for_marketers_guide,4,Lead,Clicked LinkedIn Post from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
dea0d845,4fae2238,c632e010,2025-04-20,Gartner Report Promo,Webinar,Registered Webinar,,webinar,organic,gartner_report_promo,3,SQL,Registered Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
6c394647,4fae2238,c632e010,2025-01-09,2025 Demand Gen Webinar,Event,Registered Event,,event,organic,2025_demand_gen_webinar,14,MQL,Registered Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
06fdc98e,4fae2238,c632e010,2025-03-03,Spring Nurture Email Series,Event,Attended Event,,event,organic,spring_nurture_email_series,7,SQL,Attended Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
6dfc1717,58f26a23,80cd6fc0,2025-03-11,Gartner Report Promo,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,gartner_report_promo,15,Lead,Downloaded Guide from campaign 'Gartner Report Promo' via Website. Asset: Gartner Magic Quadrant.
550abc60,58f26a23,80cd6fc0,2025-01-19,LinkedIn Sponsored Post,Organic Social,Viewed Organic Video,,organic_social,organic,linkedin_sponsored_post,11,MQL,Viewed Organic Video from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
ee28e668,58f26a23,80cd6fc0,2025-04-07,AI for Marketers Guide,Organic Social,Clicked LinkedIn Post,,organic_social,organic,ai_for_marketers_guide,14,Lead,Clicked LinkedIn Post from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
68182b3d,8ca2ea27,8c1f39a6,2025-02-22,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,3,Subscriber,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
9d4f2474,8ca2ea27,8c1f39a6,2025-03-23,Tech Conference 2025,Webinar,Registered Webinar,,webinar,organic,tech_conference_2025,4,SQL,Registered Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
94ad9467,2018f09d,1f7170c8,2025-02-24,Tech Conference 2025,Website,Downloaded Guide,2025 Buying Guide,website,organic,tech_conference_2025,10,MQL,Downloaded Guide from campaign 'Tech Conference 2025' via Website. Asset: 2025 Buying Guide.
21cb9d1e,2018f09d,1f7170c8,2025-03-02,Gartner Report Promo,Organic Social,Clicked LinkedIn Post,,organic_social,organic,gartner_report_promo,8,Lead,Clicked LinkedIn Post from campaign 'Gartner Report Promo' via Organic Social. Asset: .
84c47095,2018f09d,1f7170c8,2025-02-19,2025 Demand Gen Webinar,Website,Visited Homepage,2025 Buying Guide,website,organic,2025_demand_gen_webinar,8,MQL,Visited Homepage from campaign '2025 Demand Gen Webinar' via Website. Asset: 2025 Buying Guide.
34c9e9a2,2018f09d,1f7170c8,2025-01-18,Tech Conference 2025,Webinar,Registered Webinar,,webinar,organic,tech_conference_2025,13,MQL,Registered Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
22f25c6f,2018f09d,1f7170c8,2025-03-04,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,Gartner Magic Quadrant,paid_ad,cpc,2025_demand_gen_webinar,10,SQL,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Gartner Magic Quadrant.
5a6eafd5,6c3a9352,1d0c7c85,2025-04-22,Tech Conference 2025,Event,Registered Event,,event,organic,tech_conference_2025,14,Lead,Registered Event from campaign 'Tech Conference 2025' via Event. Asset: .
0f691feb,6c3a9352,1d0c7c85,2025-03-20,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,4,Subscriber,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
40dbca29,6c3a9352,1d0c7c85,2025-04-01,Spring Nurture Email Series,Paid Ad,Viewed Ad,ROI Calculator,paid_ad,cpc,spring_nurture_email_series,13,SQL,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: ROI Calculator.
41eb9cf4,6c3a9352,1d0c7c85,2025-02-13,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,7,SQL,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
9b26ec5b,6c3a9352,1d0c7c85,2025-02-03,Gartner Report Promo,Email,Submitted Form,ROI Calculator,email,organic,gartner_report_promo,7,Lead,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: ROI Calculator.
a7f6a2f0,88cb71ed,d615a8e1,2025-05-02,Spring Nurture Email Series,Organic Social,Clicked LinkedIn Post,,organic_social,organic,spring_nurture_email_series,14,SQL,Clicked LinkedIn Post from campaign 'Spring Nurture Email Series' via Organic Social. Asset: .
